"DistinguishedName","IdentityReference","ActiveDirectoryRights","AccessControlType","PSComputerName","RunspaceId","PSShowComputerName"
"CN=Users,DC=XYZ123,DC=com","NT AUTHORITY\SYSTEM","GenericAll","Allow","2008r2.XYZ123.com","5a7c7bad-b053-4836-a818-e33425bb46b0","False"
"CN=Users,DC=XYZ123,DC=com","XYZ123\Enterprise Admins","GenericAll","Allow","2008r2.XYZ123.com","5a7c7bad-b053-4836-a818-e33425bb46b0","False"
